,Cu,NaOH,median_ratio,fit_A,fit_B,fit_C
200,300.0,10.0,1.0424400767689788,1.641232823119172,0.0176978268342292,0.9701208899520268
201,325.0,10.0,1.0416666666666652,1.3687560356930186,0.0147698400107677,0.7912011924165429
202,350.0,10.0,1.0424783549783565,1.3626605097587892,0.0173589268614726,0.9093731386513488
203,375.0,10.0,1.0420394547904674,1.6811126253348492,0.0044214173294257,0.7697978016399615
204,100.0,12.0,1.0496503201887435,2.0866908751669846,0.0021405675817622,0.7402114405913756
205,125.0,12.0,1.0427266081871345,1.7015912562951323,0.012845457050499,0.9713616480367666
206,150.0,12.0,1.0640394088669975,2.0146029878911103,0.0038296853301285,0.7070667741220745
207,175.0,12.0,1.0573313662814514,1.7061633748287135,0.0075778646809984,0.6309721987261326
208,200.0,12.0,1.043478260869566,1.7716876303669713,0.0036543234206203,0.6301289108354559
209,225.0,12.0,1.0340136054421751,1.9192631449925683,0.0020521077128465,0.6986141251643748
210,250.0,12.0,1.0308270676691746,1.748468021338245,0.006695082109598,0.9509934095821164
211,275.0,12.0,1.0334130781499202,2.0242654069899837,0.0011380949078822,0.6418714790489345
212,300.0,12.0,1.043715846994533,1.7810518662641703,0.0048062488560524,0.7513009290736553
213,325.0,12.0,1.0410958904109595,1.7043041098276237,0.0056551791977447,0.674749841239585
214,350.0,12.0,1.039772727272726,1.6549738444885695,0.0032666540363491,0.568891434378711
215,375.0,12.0,1.0376344086021492,1.8372859678294449,0.0016692113063917,0.5681001556787487
216,100.0,14.0,1.053571428571432,1.6936828160558572,0.0081904585055974,0.5564862029991509
217,125.0,14.0,1.0466321243523304,1.8252530772685889,0.0036587226559886,0.5300707975911811
218,150.0,14.0,1.0484848484848492,1.765035324951921,0.00485846155319,0.5591636963194337
219,175.0,14.0,1.0348508126465568,1.6391619952349754,0.0037475380226623,0.5158546044022334
220,200.0,14.0,1.0418733586227031,1.758944651705295,0.0029072171199346,0.481535734932355
221,225.0,14.0,1.0314465408805096,1.5634089150954107,0.0042744896561607,0.4708148907690984
222,250.0,14.0,1.0368535360390925,1.6765837670803037,0.0031793307756535,0.4648198735100256
223,275.0,14.0,1.033908045977014,1.6449419474885558,0.0037026068880687,0.4764728725721409
224,300.0,14.0,1.0387096774193512,1.5872057071266323,0.0038512681081121,0.5305138830040664
225,325.0,14.0,1.0364745011086471,1.8809741655545544,0.0018834096066092,0.572439700532758
226,350.0,14.0,1.024844720496899,1.6701641622978736,0.0030994438455398,0.5542801340729325
227,375.0,14.0,1.0367864693446065,1.496094757528218,0.0068441620453832,0.5467318753893855
228,100.0,16.0,1.0338993871297246,1.89932888493404,0.0018164599968918,0.4873527843789971
229,125.0,16.0,1.0500000000000038,1.9915112140465363,0.001415866108316,0.5592635122110009
230,150.0,16.0,1.0437499999999986,1.5309661585550796,0.0077182600266395,0.5508764278796796
231,175.0,16.0,1.0357434640522882,1.7130319134691168,0.0023053600041583,0.425565991659322
232,200.0,16.0,1.02419512195122,2.102382119160824,0.0021651576257513,0.6819636505898734
233,225.0,16.0,1.0335570469798685,1.3912996966003353,0.01078653318647,0.5297975149850026
234,250.0,16.0,1.0312499999999971,1.760750689235258,0.0021099454049414,0.4493243030335457
235,275.0,16.0,,,,
236,300.0,16.0,1.0382775119617198,1.5573978921980025,0.006923732806137,0.5782577767825384
237,325.0,16.0,1.0379762047830825,1.7407626009852124,0.0026595791491128,0.5218272374548264
238,350.0,16.0,1.0384615384615388,1.5312603499003012,0.0050311519020751,0.5024511896676366
239,375.0,16.0,1.0322617946345982,1.632643514811494,0.0033723154174417,0.4911529714572161
240,100.0,18.0,1.0,0.093613536682182,0.0371281316964954,0.5436582961815892
241,125.0,18.0,0.9951465734808792,0.0010000000002763,0.0509330120414287,0.4933326968120672
242,150.0,18.0,0.9767441860465188,0.001,0.0144971575842545,0.4540857983365489
243,175.0,18.0,1.0368222891566268,0.2401355761382983,0.0254805622913345,0.4132618193115614
244,200.0,18.0,1.0,0.0010000000000006,0.0043604804686848,0.42611554332091
245,225.0,18.0,1.0399169227267515,1.731264167636338,0.0039949536028755,0.4743041532188131
246,250.0,18.0,,,,
247,275.0,18.0,0.9894176931690896,1.8743498114988215,0.001,0.4887621756704901
248,300.0,18.0,,,,
249,325.0,18.0,1.0400222626998568,0.9345128607327629,0.0259257012984555,0.7925014354963542
250,350.0,18.0,1.0265957446808531,0.945731375193458,0.0354769900276867,0.4860976290908318
251,375.0,18.0,,,,
252,100.0,20.0,1.013698630136982,0.3576080787231534,0.0207556680409723,0.405932755013629
253,125.0,20.0,0.999999999999996,0.0010000000001776,0.0040914338783745,0.4765526648891817
254,150.0,20.0,1.0208333333333337,2.366911251996032,0.001,0.5254207916687944
255,175.0,20.0,1.033993476234856,0.7864194449753802,0.0702389874934724,0.5362892964940249
256,200.0,20.0,,,,
257,225.0,20.0,1.030648651810259,1.1236391852526963,0.0180424929811851,0.4274212312293637
258,250.0,20.0,1.0361128493950753,1.5857416100333808,0.0034978480448141,0.3676363267815898
259,275.0,20.0,1.0186820652173905,1.2992615737323008,0.0104208029011069,0.7047329924353047
260,300.0,20.0,1.0392156862745143,0.942036951330168,0.0273904593727681,0.514944661287188
261,325.0,20.0,1.0368098159509167,1.0309301695190372,0.0193177227537782,0.6196339553376924
262,350.0,20.0,1.024000000000003,1.7001437667032746,0.0042497265370027,0.7289505856376158
263,375.0,20.0,1.0372340425531903,1.6958975767581108,0.0035336921997278,0.6249267510373263
264,100.0,22.0,,,,
265,125.0,22.0,1.0428768311979977,1.213435662275652,0.0198951466543865,0.5933912565202218
266,150.0,22.0,,,,
267,175.0,22.0,1.0208033696322127,1.2222795767407544,0.016131482829465,0.68716199909485
268,200.0,22.0,1.0317460317460267,1.61666032245016,0.0039334814282877,0.6313176040141034
269,225.0,22.0,1.0122704004817806,2.3964042696604166,0.001,0.4503030742863026
270,250.0,22.0,1.0449946033459216,1.3778295362414377,0.0109231324535072,0.603557790290238
271,275.0,22.0,0.9846153846153892,0.0010000000008395,0.0469637817414251,0.3195385780074893
272,300.0,22.0,1.0384615384615348,1.8204349989785185,0.0034402732995573,0.7399087732903981
273,325.0,22.0,1.0413223140495846,1.7073237244757855,0.0035895762814646,0.6078807989149814
274,350.0,22.0,1.0,0.7365101735132004,0.0059988553307643,0.3304544693024989
